id,level,task_type,domain,question,serialized_table,prompt,answer,evidence_json,operation,num_evidence_cells,table_json
A-L2-0148,2,cross_row_difference,hiking_route,Find the absolute difference between the Ridge distance values of Emma and Ryan.,"| Hiker | Ridge distance | Downhill distance | Forest distance | Morning distance |
| --- | --- | --- | --- | --- |
| Lucas | 8.5 km | 1.1 km | 1.7 km | 4.4 km |
| Julia | 4.2 km | 5.4 km | 11.8 km | 15.8 km |
| Emma | 13.6 km | 10.2 km | 3.6 km | 11.0 km |
| Sam | 5.0 km | 2.3 km | 9.9 km | 16.5 km |
| Sofia | 13.1 km | 10.2 km | 10.4 km | 2.0 km |
| Ryan | 13.0 km | 2.4 km | 4.7 km | 1.1 km |
| Ava | 6.1 km | 6.5 km | 7.9 km | 12.7 km |
| Yuna | 1.8 km | 11.8 km | 7.1 km | 13.4 km |
| Ethan | 9.3 km | 0.8 km | 3.4 km | 3.9 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Hiker | Ridge distance | Downhill distance | Forest distance | Morning distance |
| --- | --- | --- | --- | --- |
| Lucas | 8.5 km | 1.1 km | 1.7 km | 4.4 km |
| Julia | 4.2 km | 5.4 km | 11.8 km | 15.8 km |
| Emma | 13.6 km | 10.2 km | 3.6 km | 11.0 km |
| Sam | 5.0 km | 2.3 km | 9.9 km | 16.5 km |
| Sofia | 13.1 km | 10.2 km | 10.4 km | 2.0 km |
| Ryan | 13.0 km | 2.4 km | 4.7 km | 1.1 km |
| Ava | 6.1 km | 6.5 km | 7.9 km | 12.7 km |
| Yuna | 1.8 km | 11.8 km | 7.1 km | 13.4 km |
| Ethan | 9.3 km | 0.8 km | 3.4 km | 3.9 km |

Question: Find the absolute difference between the Ridge distance values of Emma and Ryan.",0.6 km,"[{""row_index"": 2, ""column_index"": 1, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Emma"", ""column"": ""Ridge distance"", ""raw_value"": 13.6, ""display_value"": ""13.6 km""}, {""row_index"": 5, ""column_index"": 1, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Ryan"", ""column"": ""Ridge distance"", ""raw_value"": 13.0, ""display_value"": ""13.0 km""}]",absolute_difference,2,"{""headers"": [""Hiker"", ""Ridge distance"", ""Downhill distance"", ""Forest distance"", ""Morning distance""], ""rows"": [[""Lucas"", ""8.5 km"", ""1.1 km"", ""1.7 km"", ""4.4 km""], [""Julia"", ""4.2 km"", ""5.4 km"", ""11.8 km"", ""15.8 km""], [""Emma"", ""13.6 km"", ""10.2 km"", ""3.6 km"", ""11.0 km""], [""Sam"", ""5.0 km"", ""2.3 km"", ""9.9 km"", ""16.5 km""], [""Sofia"", ""13.1 km"", ""10.2 km"", ""10.4 km"", ""2.0 km""], [""Ryan"", ""13.0 km"", ""2.4 km"", ""4.7 km"", ""1.1 km""], [""Ava"", ""6.1 km"", ""6.5 km"", ""7.9 km"", ""12.7 km""], [""Yuna"", ""1.8 km"", ""11.8 km"", ""7.1 km"", ""13.4 km""], [""Ethan"", ""9.3 km"", ""0.8 km"", ""3.4 km"", ""3.9 km""]]}"
A-L2-0149,2,same_row_difference,rainfall_measurements,"For Westhaven, what is the absolute difference between Storm rainfall and Morning rainfall?","| Morning rainfall | Storm rainfall | Station | North gauge | Evening rainfall |
| --- | --- | --- | --- | --- |
| 0.3 mm | 33.4 mm | Hillcrest | 41.8 mm | 34.0 mm |
| 6.2 mm | 72.2 mm | Oakridge | 16.3 mm | 48.8 mm |
| 15.2 mm | 31.2 mm | Westhaven | 41.2 mm | 54.2 mm |
| 52.7 mm | 87.6 mm | Clearwater | 23.6 mm | 19.5 mm |
| 39.7 mm | 36.9 mm | Brookfield | 40.2 mm | 34.7 mm |
| 17.3 mm | 57.6 mm | Lakeside | 68.4 mm | 54.4 mm |
| 47.0 mm | 54.4 mm | Pinehurst | 25.9 mm | 7.7 mm |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Morning rainfall | Storm rainfall | Station | North gauge | Evening rainfall |
| --- | --- | --- | --- | --- |
| 0.3 mm | 33.4 mm | Hillcrest | 41.8 mm | 34.0 mm |
| 6.2 mm | 72.2 mm | Oakridge | 16.3 mm | 48.8 mm |
| 15.2 mm | 31.2 mm | Westhaven | 41.2 mm | 54.2 mm |
| 52.7 mm | 87.6 mm | Clearwater | 23.6 mm | 19.5 mm |
| 39.7 mm | 36.9 mm | Brookfield | 40.2 mm | 34.7 mm |
| 17.3 mm | 57.6 mm | Lakeside | 68.4 mm | 54.4 mm |
| 47.0 mm | 54.4 mm | Pinehurst | 25.9 mm | 7.7 mm |

Question: For Westhaven, what is the absolute difference between Storm rainfall and Morning rainfall?",16.0 mm,"[{""row_index"": 2, ""column_index"": 1, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Westhaven"", ""column"": ""Storm rainfall"", ""raw_value"": 31.2, ""display_value"": ""31.2 mm""}, {""row_index"": 2, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Westhaven"", ""column"": ""Morning rainfall"", ""raw_value"": 15.2, ""display_value"": ""15.2 mm""}]",absolute_difference,2,"{""headers"": [""Morning rainfall"", ""Storm rainfall"", ""Station"", ""North gauge"", ""Evening rainfall""], ""rows"": [[""0.3 mm"", ""33.4 mm"", ""Hillcrest"", ""41.8 mm"", ""34.0 mm""], [""6.2 mm"", ""72.2 mm"", ""Oakridge"", ""16.3 mm"", ""48.8 mm""], [""15.2 mm"", ""31.2 mm"", ""Westhaven"", ""41.2 mm"", ""54.2 mm""], [""52.7 mm"", ""87.6 mm"", ""Clearwater"", ""23.6 mm"", ""19.5 mm""], [""39.7 mm"", ""36.9 mm"", ""Brookfield"", ""40.2 mm"", ""34.7 mm""], [""17.3 mm"", ""57.6 mm"", ""Lakeside"", ""68.4 mm"", ""54.4 mm""], [""47.0 mm"", ""54.4 mm"", ""Pinehurst"", ""25.9 mm"", ""7.7 mm""]]}"
A-L2-0150,2,cross_row_difference,lab_mass_measurements,What is the absolute difference in Initial mass between Sample-H and Sample-G?,"| Sample | Final mass | Container mass | Material mass | Initial mass |
| --- | --- | --- | --- | --- |
| Sample-D | 140.5 g | 57.9 g | 371.4 g | 130.5 g |
| Sample-A | 367.1 g | 108.6 g | 378.3 g | 381.2 g |
| Sample-K | 272.1 g | 13.7 g | 207.2 g | 225.4 g |
| Sample-J | 333.8 g | 75.7 g | 99.3 g | 333.3 g |
| Sample-G | 205.0 g | 82.2 g | 163.7 g | 410.9 g |
| Sample-L | 361.1 g | 116.9 g | 130.4 g | 136.2 g |
| Sample-B | 73.7 g | 43.4 g | 95.5 g | 135.6 g |
| Sample-C | 93.5 g | 31.9 g | 148.9 g | 412.5 g |
| Sample-H | 15.3 g | 104.4 g | 349.7 g | 216.5 g |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Sample | Final mass | Container mass | Material mass | Initial mass |
| --- | --- | --- | --- | --- |
| Sample-D | 140.5 g | 57.9 g | 371.4 g | 130.5 g |
| Sample-A | 367.1 g | 108.6 g | 378.3 g | 381.2 g |
| Sample-K | 272.1 g | 13.7 g | 207.2 g | 225.4 g |
| Sample-J | 333.8 g | 75.7 g | 99.3 g | 333.3 g |
| Sample-G | 205.0 g | 82.2 g | 163.7 g | 410.9 g |
| Sample-L | 361.1 g | 116.9 g | 130.4 g | 136.2 g |
| Sample-B | 73.7 g | 43.4 g | 95.5 g | 135.6 g |
| Sample-C | 93.5 g | 31.9 g | 148.9 g | 412.5 g |
| Sample-H | 15.3 g | 104.4 g | 349.7 g | 216.5 g |

Question: What is the absolute difference in Initial mass between Sample-H and Sample-G?",194.4 g,"[{""row_index"": 8, ""column_index"": 4, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-H"", ""column"": ""Initial mass"", ""raw_value"": 216.5, ""display_value"": ""216.5 g""}, {""row_index"": 4, ""column_index"": 4, ""row_identifier_column"": ""Sample"", ""row_identifier_value"": ""Sample-G"", ""column"": ""Initial mass"", ""raw_value"": 410.9, ""display_value"": ""410.9 g""}]",absolute_difference,2,"{""headers"": [""Sample"", ""Final mass"", ""Container mass"", ""Material mass"", ""Initial mass""], ""rows"": [[""Sample-D"", ""140.5 g"", ""57.9 g"", ""371.4 g"", ""130.5 g""], [""Sample-A"", ""367.1 g"", ""108.6 g"", ""378.3 g"", ""381.2 g""], [""Sample-K"", ""272.1 g"", ""13.7 g"", ""207.2 g"", ""225.4 g""], [""Sample-J"", ""333.8 g"", ""75.7 g"", ""99.3 g"", ""333.3 g""], [""Sample-G"", ""205.0 g"", ""82.2 g"", ""163.7 g"", ""410.9 g""], [""Sample-L"", ""361.1 g"", ""116.9 g"", ""130.4 g"", ""136.2 g""], [""Sample-B"", ""73.7 g"", ""43.4 g"", ""95.5 g"", ""135.6 g""], [""Sample-C"", ""93.5 g"", ""31.9 g"", ""148.9 g"", ""412.5 g""], [""Sample-H"", ""15.3 g"", ""104.4 g"", ""349.7 g"", ""216.5 g""]]}"
A-L2-0151,2,cross_row_sum,rainfall_measurements,Add the North gauge values for Hillcrest and Fairview. What is the total?,"| Afternoon rainfall | North gauge | Station | Storm rainfall | Morning rainfall |
| --- | --- | --- | --- | --- |
| 43.2 mm | 14.9 mm | Orion | 79.8 mm | 27.7 mm |
| 41.3 mm | 26.9 mm | Brookfield | 57.1 mm | 4.5 mm |
| 10.7 mm | 18.9 mm | Maple | 60.3 mm | 19.0 mm |
| 32.1 mm | 55.9 mm | Cedar | 34.0 mm | 34.3 mm |
| 52.7 mm | 1.6 mm | Clearwater | 42.3 mm | 42.6 mm |
| 32.1 mm | 39.7 mm | Hillcrest | 15.3 mm | 27.0 mm |
| 38.0 mm | 61.4 mm | Fairview | 2.1 mm | 54.6 mm |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Afternoon rainfall | North gauge | Station | Storm rainfall | Morning rainfall |
| --- | --- | --- | --- | --- |
| 43.2 mm | 14.9 mm | Orion | 79.8 mm | 27.7 mm |
| 41.3 mm | 26.9 mm | Brookfield | 57.1 mm | 4.5 mm |
| 10.7 mm | 18.9 mm | Maple | 60.3 mm | 19.0 mm |
| 32.1 mm | 55.9 mm | Cedar | 34.0 mm | 34.3 mm |
| 52.7 mm | 1.6 mm | Clearwater | 42.3 mm | 42.6 mm |
| 32.1 mm | 39.7 mm | Hillcrest | 15.3 mm | 27.0 mm |
| 38.0 mm | 61.4 mm | Fairview | 2.1 mm | 54.6 mm |

Question: Add the North gauge values for Hillcrest and Fairview. What is the total?",101.1 mm,"[{""row_index"": 5, ""column_index"": 1, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Hillcrest"", ""column"": ""North gauge"", ""raw_value"": 39.7, ""display_value"": ""39.7 mm""}, {""row_index"": 6, ""column_index"": 1, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Fairview"", ""column"": ""North gauge"", ""raw_value"": 61.4, ""display_value"": ""61.4 mm""}]",add,2,"{""headers"": [""Afternoon rainfall"", ""North gauge"", ""Station"", ""Storm rainfall"", ""Morning rainfall""], ""rows"": [[""43.2 mm"", ""14.9 mm"", ""Orion"", ""79.8 mm"", ""27.7 mm""], [""41.3 mm"", ""26.9 mm"", ""Brookfield"", ""57.1 mm"", ""4.5 mm""], [""10.7 mm"", ""18.9 mm"", ""Maple"", ""60.3 mm"", ""19.0 mm""], [""32.1 mm"", ""55.9 mm"", ""Cedar"", ""34.0 mm"", ""34.3 mm""], [""52.7 mm"", ""1.6 mm"", ""Clearwater"", ""42.3 mm"", ""42.6 mm""], [""32.1 mm"", ""39.7 mm"", ""Hillcrest"", ""15.3 mm"", ""27.0 mm""], [""38.0 mm"", ""61.4 mm"", ""Fairview"", ""2.1 mm"", ""54.6 mm""]]}"
A-L2-0152,2,cross_row_sum,race_sector_times,Add the Stop time values for Alex and Ethan. What is the total?,"| Driver | Stop time | Sector 2 time | Penalty time | Sector 3 time |
| --- | --- | --- | --- | --- |
| Iris | 7.94 s | 35.19 s | 7.24 s | 30.91 s |
| Yuna | 11.66 s | 26.65 s | 1.22 s | 39.60 s |
| Ethan | 12.23 s | 42.54 s | 3.05 s | 43.58 s |
| Alex | 14.15 s | 31.47 s | 0.51 s | 43.39 s |
| Ava | 9.65 s | 27.41 s | 5.01 s | 38.88 s |
| Mina | 12.64 s | 43.96 s | 4.64 s | 31.86 s |
| Leo | 14.63 s | 20.43 s | 5.05 s | 22.22 s |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Driver | Stop time | Sector 2 time | Penalty time | Sector 3 time |
| --- | --- | --- | --- | --- |
| Iris | 7.94 s | 35.19 s | 7.24 s | 30.91 s |
| Yuna | 11.66 s | 26.65 s | 1.22 s | 39.60 s |
| Ethan | 12.23 s | 42.54 s | 3.05 s | 43.58 s |
| Alex | 14.15 s | 31.47 s | 0.51 s | 43.39 s |
| Ava | 9.65 s | 27.41 s | 5.01 s | 38.88 s |
| Mina | 12.64 s | 43.96 s | 4.64 s | 31.86 s |
| Leo | 14.63 s | 20.43 s | 5.05 s | 22.22 s |

Question: Add the Stop time values for Alex and Ethan. What is the total?",26.38 s,"[{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Alex"", ""column"": ""Stop time"", ""raw_value"": 14.15, ""display_value"": ""14.15 s""}, {""row_index"": 2, ""column_index"": 1, ""row_identifier_column"": ""Driver"", ""row_identifier_value"": ""Ethan"", ""column"": ""Stop time"", ""raw_value"": 12.23, ""display_value"": ""12.23 s""}]",add,2,"{""headers"": [""Driver"", ""Stop time"", ""Sector 2 time"", ""Penalty time"", ""Sector 3 time""], ""rows"": [[""Iris"", ""7.94 s"", ""35.19 s"", ""7.24 s"", ""30.91 s""], [""Yuna"", ""11.66 s"", ""26.65 s"", ""1.22 s"", ""39.60 s""], [""Ethan"", ""12.23 s"", ""42.54 s"", ""3.05 s"", ""43.58 s""], [""Alex"", ""14.15 s"", ""31.47 s"", ""0.51 s"", ""43.39 s""], [""Ava"", ""9.65 s"", ""27.41 s"", ""5.01 s"", ""38.88 s""], [""Mina"", ""12.64 s"", ""43.96 s"", ""4.64 s"", ""31.86 s""], [""Leo"", ""14.63 s"", ""20.43 s"", ""5.05 s"", ""22.22 s""]]}"
A-L2-0153,2,cross_row_difference,quarterly_sales,What is the absolute difference in Q2 sales between Brookfield and Pinehurst?,"| Region | Q2 sales | Q3 sales | Q1 sales |
| --- | --- | --- | --- |
| Pinehurst | 392.4 kUSD | 351.7 kUSD | 160.4 kUSD |
| Orion | 217.8 kUSD | 41.5 kUSD | 237.3 kUSD |
| Westhaven | 443.2 kUSD | 237.7 kUSD | 452.1 kUSD |
| Brookfield | 209.7 kUSD | 317.0 kUSD | 205.0 kUSD |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Region | Q2 sales | Q3 sales | Q1 sales |
| --- | --- | --- | --- |
| Pinehurst | 392.4 kUSD | 351.7 kUSD | 160.4 kUSD |
| Orion | 217.8 kUSD | 41.5 kUSD | 237.3 kUSD |
| Westhaven | 443.2 kUSD | 237.7 kUSD | 452.1 kUSD |
| Brookfield | 209.7 kUSD | 317.0 kUSD | 205.0 kUSD |

Question: What is the absolute difference in Q2 sales between Brookfield and Pinehurst?",182.7 kUSD,"[{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Brookfield"", ""column"": ""Q2 sales"", ""raw_value"": 209.7, ""display_value"": ""209.7 kUSD""}, {""row_index"": 0, ""column_index"": 1, ""row_identifier_column"": ""Region"", ""row_identifier_value"": ""Pinehurst"", ""column"": ""Q2 sales"", ""raw_value"": 392.4, ""display_value"": ""392.4 kUSD""}]",absolute_difference,2,"{""headers"": [""Region"", ""Q2 sales"", ""Q3 sales"", ""Q1 sales""], ""rows"": [[""Pinehurst"", ""392.4 kUSD"", ""351.7 kUSD"", ""160.4 kUSD""], [""Orion"", ""217.8 kUSD"", ""41.5 kUSD"", ""237.3 kUSD""], [""Westhaven"", ""443.2 kUSD"", ""237.7 kUSD"", ""452.1 kUSD""], [""Brookfield"", ""209.7 kUSD"", ""317.0 kUSD"", ""205.0 kUSD""]]}"
A-L2-0154,2,same_row_sum,hiking_route,"According to the table, what is the combined value of Uphill distance and Downhill distance for Leo?","| Hiker | Morning distance | Forest distance | Downhill distance | Uphill distance |
| --- | --- | --- | --- | --- |
| Ava | 16.8 km | 12.5 km | 1.5 km | 4.4 km |
| Noah | 14.4 km | 14.8 km | 5.3 km | 7.0 km |
| Mina | 6.5 km | 6.3 km | 1.7 km | 10.7 km |
| Julia | 12.7 km | 5.0 km | 3.4 km | 10.1 km |
| Leo | 14.2 km | 1.3 km | 4.4 km | 5.4 km |
| Lucas | 3.9 km | 6.2 km | 7.2 km | 7.2 km |
| Yuna | 8.4 km | 11.6 km | 9.4 km | 7.2 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Hiker | Morning distance | Forest distance | Downhill distance | Uphill distance |
| --- | --- | --- | --- | --- |
| Ava | 16.8 km | 12.5 km | 1.5 km | 4.4 km |
| Noah | 14.4 km | 14.8 km | 5.3 km | 7.0 km |
| Mina | 6.5 km | 6.3 km | 1.7 km | 10.7 km |
| Julia | 12.7 km | 5.0 km | 3.4 km | 10.1 km |
| Leo | 14.2 km | 1.3 km | 4.4 km | 5.4 km |
| Lucas | 3.9 km | 6.2 km | 7.2 km | 7.2 km |
| Yuna | 8.4 km | 11.6 km | 9.4 km | 7.2 km |

Question: According to the table, what is the combined value of Uphill distance and Downhill distance for Leo?",9.8 km,"[{""row_index"": 4, ""column_index"": 4, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Leo"", ""column"": ""Uphill distance"", ""raw_value"": 5.4, ""display_value"": ""5.4 km""}, {""row_index"": 4, ""column_index"": 3, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Leo"", ""column"": ""Downhill distance"", ""raw_value"": 4.4, ""display_value"": ""4.4 km""}]",add,2,"{""headers"": [""Hiker"", ""Morning distance"", ""Forest distance"", ""Downhill distance"", ""Uphill distance""], ""rows"": [[""Ava"", ""16.8 km"", ""12.5 km"", ""1.5 km"", ""4.4 km""], [""Noah"", ""14.4 km"", ""14.8 km"", ""5.3 km"", ""7.0 km""], [""Mina"", ""6.5 km"", ""6.3 km"", ""1.7 km"", ""10.7 km""], [""Julia"", ""12.7 km"", ""5.0 km"", ""3.4 km"", ""10.1 km""], [""Leo"", ""14.2 km"", ""1.3 km"", ""4.4 km"", ""5.4 km""], [""Lucas"", ""3.9 km"", ""6.2 km"", ""7.2 km"", ""7.2 km""], [""Yuna"", ""8.4 km"", ""11.6 km"", ""9.4 km"", ""7.2 km""]]}"
A-L2-0155,2,cross_row_difference,ml_latency,How far apart are Nimbus and Vertex in Tokenization latency? Return the absolute difference.,"| Inference latency | Preprocessing latency | Queue latency | Tokenization latency | Model | Postprocessing latency | Network latency |
| --- | --- | --- | --- | --- | --- | --- |
| 98.8 ms | 5.0 ms | 71.9 ms | 22.1 ms | Echo | 15.3 ms | 11.4 ms |
| 11.5 ms | 20.3 ms | 67.7 ms | 21.5 ms | Vertex | 4.5 ms | 65.9 ms |
| 47.5 ms | 5.6 ms | 12.0 ms | 10.1 ms | Nimbus | 19.3 ms | 80.3 ms |
| 51.9 ms | 31.0 ms | 53.5 ms | 21.0 ms | Zenith | 18.3 ms | 29.2 ms |
| 33.7 ms | 7.8 ms | 69.5 ms | 9.1 ms | Nova | 14.3 ms | 57.1 ms |
| 77.5 ms | 10.7 ms | 16.9 ms | 16.5 ms | Delta | 13.4 ms | 5.4 ms |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Inference latency | Preprocessing latency | Queue latency | Tokenization latency | Model | Postprocessing latency | Network latency |
| --- | --- | --- | --- | --- | --- | --- |
| 98.8 ms | 5.0 ms | 71.9 ms | 22.1 ms | Echo | 15.3 ms | 11.4 ms |
| 11.5 ms | 20.3 ms | 67.7 ms | 21.5 ms | Vertex | 4.5 ms | 65.9 ms |
| 47.5 ms | 5.6 ms | 12.0 ms | 10.1 ms | Nimbus | 19.3 ms | 80.3 ms |
| 51.9 ms | 31.0 ms | 53.5 ms | 21.0 ms | Zenith | 18.3 ms | 29.2 ms |
| 33.7 ms | 7.8 ms | 69.5 ms | 9.1 ms | Nova | 14.3 ms | 57.1 ms |
| 77.5 ms | 10.7 ms | 16.9 ms | 16.5 ms | Delta | 13.4 ms | 5.4 ms |

Question: How far apart are Nimbus and Vertex in Tokenization latency? Return the absolute difference.",11.4 ms,"[{""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Nimbus"", ""column"": ""Tokenization latency"", ""raw_value"": 10.1, ""display_value"": ""10.1 ms""}, {""row_index"": 1, ""column_index"": 3, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Vertex"", ""column"": ""Tokenization latency"", ""raw_value"": 21.5, ""display_value"": ""21.5 ms""}]",absolute_difference,2,"{""headers"": [""Inference latency"", ""Preprocessing latency"", ""Queue latency"", ""Tokenization latency"", ""Model"", ""Postprocessing latency"", ""Network latency""], ""rows"": [[""98.8 ms"", ""5.0 ms"", ""71.9 ms"", ""22.1 ms"", ""Echo"", ""15.3 ms"", ""11.4 ms""], [""11.5 ms"", ""20.3 ms"", ""67.7 ms"", ""21.5 ms"", ""Vertex"", ""4.5 ms"", ""65.9 ms""], [""47.5 ms"", ""5.6 ms"", ""12.0 ms"", ""10.1 ms"", ""Nimbus"", ""19.3 ms"", ""80.3 ms""], [""51.9 ms"", ""31.0 ms"", ""53.5 ms"", ""21.0 ms"", ""Zenith"", ""18.3 ms"", ""29.2 ms""], [""33.7 ms"", ""7.8 ms"", ""69.5 ms"", ""9.1 ms"", ""Nova"", ""14.3 ms"", ""57.1 ms""], [""77.5 ms"", ""10.7 ms"", ""16.9 ms"", ""16.5 ms"", ""Delta"", ""13.4 ms"", ""5.4 ms""]]}"
A-L2-0156,2,cross_row_difference,hiking_route,Find the absolute difference between the Afternoon distance values of Ava and Yuna.,"| Uphill distance | Ridge distance | Hiker | Downhill distance | Afternoon distance |
| --- | --- | --- | --- | --- |
| 2.1 km | 2.0 km | Theo | 7.7 km | 13.5 km |
| 3.9 km | 3.7 km | Yuna | 8.2 km | 7.9 km |
| 5.0 km | 2.1 km | Jisoo | 5.4 km | 16.7 km |
| 2.2 km | 9.4 km | Maya | 3.1 km | 16.5 km |
| 2.7 km | 11.8 km | Daniel | 10.2 km | 9.2 km |
| 7.1 km | 3.2 km | Ava | 1.9 km | 2.4 km |
| 3.1 km | 8.2 km | Julia | 5.0 km | 5.9 km |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Uphill distance | Ridge distance | Hiker | Downhill distance | Afternoon distance |
| --- | --- | --- | --- | --- |
| 2.1 km | 2.0 km | Theo | 7.7 km | 13.5 km |
| 3.9 km | 3.7 km | Yuna | 8.2 km | 7.9 km |
| 5.0 km | 2.1 km | Jisoo | 5.4 km | 16.7 km |
| 2.2 km | 9.4 km | Maya | 3.1 km | 16.5 km |
| 2.7 km | 11.8 km | Daniel | 10.2 km | 9.2 km |
| 7.1 km | 3.2 km | Ava | 1.9 km | 2.4 km |
| 3.1 km | 8.2 km | Julia | 5.0 km | 5.9 km |

Question: Find the absolute difference between the Afternoon distance values of Ava and Yuna.",5.5 km,"[{""row_index"": 5, ""column_index"": 4, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Ava"", ""column"": ""Afternoon distance"", ""raw_value"": 2.4, ""display_value"": ""2.4 km""}, {""row_index"": 1, ""column_index"": 4, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Yuna"", ""column"": ""Afternoon distance"", ""raw_value"": 7.9, ""display_value"": ""7.9 km""}]",absolute_difference,2,"{""headers"": [""Uphill distance"", ""Ridge distance"", ""Hiker"", ""Downhill distance"", ""Afternoon distance""], ""rows"": [[""2.1 km"", ""2.0 km"", ""Theo"", ""7.7 km"", ""13.5 km""], [""3.9 km"", ""3.7 km"", ""Yuna"", ""8.2 km"", ""7.9 km""], [""5.0 km"", ""2.1 km"", ""Jisoo"", ""5.4 km"", ""16.7 km""], [""2.2 km"", ""9.4 km"", ""Maya"", ""3.1 km"", ""16.5 km""], [""2.7 km"", ""11.8 km"", ""Daniel"", ""10.2 km"", ""9.2 km""], [""7.1 km"", ""3.2 km"", ""Ava"", ""1.9 km"", ""2.4 km""], [""3.1 km"", ""8.2 km"", ""Julia"", ""5.0 km"", ""5.9 km""]]}"
A-L2-0157,2,same_row_difference,hiking_route,Find the absolute difference between Yuna's Forest distance and Ridge distance.,"| Afternoon distance | Uphill distance | Ridge distance | Forest distance | Hiker |
| --- | --- | --- | --- | --- |
| 11.8 km | 10.0 km | 9.4 km | 3.5 km | Yuna |
| 5.6 km | 1.0 km | 6.7 km | 6.2 km | Emma |
| 15.4 km | 7.9 km | 5.6 km | 14.2 km | Daniel |
| 17.6 km | 11.8 km | 4.0 km | 14.5 km | Sofia |
| 12.6 km | 1.7 km | 1.6 km | 7.7 km | Nora |
| 14.7 km | 11.3 km | 13.0 km | 8.0 km | Maya |
| 14.6 km | 3.5 km | 14.8 km | 13.7 km | Noah |
| 9.8 km | 7.2 km | 11.8 km | 12.6 km | Ryan |","Answer the question using the table. Perform the required calculation and return only the final value with its unit.

Table:
| Afternoon distance | Uphill distance | Ridge distance | Forest distance | Hiker |
| --- | --- | --- | --- | --- |
| 11.8 km | 10.0 km | 9.4 km | 3.5 km | Yuna |
| 5.6 km | 1.0 km | 6.7 km | 6.2 km | Emma |
| 15.4 km | 7.9 km | 5.6 km | 14.2 km | Daniel |
| 17.6 km | 11.8 km | 4.0 km | 14.5 km | Sofia |
| 12.6 km | 1.7 km | 1.6 km | 7.7 km | Nora |
| 14.7 km | 11.3 km | 13.0 km | 8.0 km | Maya |
| 14.6 km | 3.5 km | 14.8 km | 13.7 km | Noah |
| 9.8 km | 7.2 km | 11.8 km | 12.6 km | Ryan |

Question: Find the absolute difference between Yuna's Forest distance and Ridge distance.",5.9 km,"[{""row_index"": 0, ""column_index"": 3, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Yuna"", ""column"": ""Forest distance"", ""raw_value"": 3.5, ""display_value"": ""3.5 km""}, {""row_index"": 0, ""column_index"": 2, ""row_identifier_column"": ""Hiker"", ""row_identifier_value"": ""Yuna"", ""column"": ""Ridge distance"", ""raw_value"": 9.4, ""display_value"": ""9.4 km""}]",absolute_difference,2,"{""headers"": [""Afternoon distance"", ""Uphill distance"", ""Ridge distance"", ""Forest distance"", ""Hiker""], ""rows"": [[""11.8 km"", ""10.0 km"", ""9.4 km"", ""3.5 km"", ""Yuna""], [""5.6 km"", ""1.0 km"", ""6.7 km"", ""6.2 km"", ""Emma""], [""15.4 km"", ""7.9 km"", ""5.6 km"", ""14.2 km"", ""Daniel""], [""17.6 km"", ""11.8 km"", ""4.0 km"", ""14.5 km"", ""Sofia""], [""12.6 km"", ""1.7 km"", ""1.6 km"", ""7.7 km"", ""Nora""], [""14.7 km"", ""11.3 km"", ""13.0 km"", ""8.0 km"", ""Maya""], [""14.6 km"", ""3.5 km"", ""14.8 km"", ""13.7 km"", ""Noah""], [""9.8 km"", ""7.2 km"", ""11.8 km"", ""12.6 km"", ""Ryan""]]}"
